Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Janta Hawaldar,1979.0,126.0,165,6.5,44.0,1532,1703,Ashok Kumar,Yogeeta Bali
Janwar,1965.0,247.0,396,7.0,168.0,497,2059,Rajshree,Rehman
Jappanil Kalyanaraman,1985.0,138.0,25,6.0,121.0,2340,983,Radha,Sathyaraj
Jashnn: The Music Within,2009.0,125.0,320,3.9,250.0,927,1737,Adhyayan Suman,Shahana Goswami
Jattu Engineer,2017.0,139.0,162,5.8,3336.0,959,779,Muntazir Ahmad,Amardeep Insan
Jawaab,1985.0,0.0,422,6.7,30.0,2226,2455,Raj Babbar,Raj Bharti
Jawaani,1984.0,160.0,411,5.6,19.0,2175,1018,Neelam Kothari,Moushumi Chatterjee
Jawaani Jaaneman,2020.0,119.0,172,6.6,6371.0,1730,1926,Alaya F,Tabu
Jawab,1970.0,134.0,50,5.2,20.0,2169,377,Meena Kumari,Jeetendra
Jawab,1942.0,157.0,269,7.6,8.0,1765,1788,P.C. Barua,Ahindra Choudhury
Jawab,1995.0,0.0,50,4.1,45.0,119,1636,Karisma Kapoor,Harish
Jawab,1955.0,0.0,165,4.1,8.0,1003,741,Nasir Khan,Johnny Walker
Jawab Ayega,1968.0,82.0,339,6.0,5.0,1005,2042,Yogesh Bali,Meena Rai
Jawab Hum Denge,1987.0,135.0,1,5.6,37.0,3020,871,Sridevi,Shatrughan Sinha
Jawan Muhabat,1971.0,0.0,327,6.9,29.0,497,2059,Asha Parekh,Balraj Sahni
Jawani Diwani,1972.0,0.0,390,6.9,95.0,1671,1764,Jaya Bachchan,Balraj Sahni
Jawani Diwani: A Youthful Joyride,2006.0,111.0,180,2.9,464.0,1474,694,Celina Jaitly,Hrishitaa Bhatt
Jawani Ke Gunah,1989.0,120.0,269,4.6,8.0,2341,1732,Sahila Chaddha,Tina Ghai
Jawani Ki Hawa,1959.0,143.0,269,5.0,7.0,1392,1564,Vyjayanthimala,Purnima
Jawani Ki Kahani,1986.0,0.0,269,6.2,6.0,1179,41,Vijay Arora,Ramesh Deo
Jawani Zindabad,1990.0,163.0,327,5.6,652.0,337,19,Farha Naaz,Javed Jaffrey
Jayantabhai Ki Luv Story,2013.0,130.0,25,5.3,1270.0,3048,2508,Neha Sharma,Rahul Singh
Jayasimha,1955.0,0.0,269,7.5,15.0,3111,1374,Anjali Devi,S.V. Ranga Rao
Jazbaa,2015.0,119.0,29,5.8,3375.0,2451,102,Irrfan Khan,Shabana Azmi
Jazbaat,1994.0,0.0,409,2.0,28.0,236,2229,Rohit Roy,Karan Roy
Jazbaat,1980.0,124.0,269,4.2,26.0,2820,1668,Zarina Wahab,Shashi Puri
Jeena Hai Toh Thok Daal,2012.0,123.0,29,5.5,31.0,1477,1802,Manish Vatssalya,Yashpal Sharma
Jeena Isi Ka Naam Hai,2017.0,173.0,269,5.4,99.0,1276,319,Himansh Kohli,Ashutosh Rana
Jeena Marna Tere Sang,1992.0,150.0,77,4.8,70.0,3020,1970,Raveena Tandon,Javed Jaffrey
Jeena Nahin Bin Tere,1995.0,0.0,409,6.1,10.0,1381,449,Prasenjit Chatterjee,Shafi Inamdar
Jeena Sirf Merre Liye,2002.0,137.0,208,4.4,728.0,2876,1024,Tusshar Kapoor,Mallika Sherawat
Jeena Teri Gali Mein,1991.0,144.0,409,4.8,17.0,2911,1036,Amita Nangia,Kunickaa Sadanand
Jeena Yahan,1979.0,93.0,269,6.7,18.0,476,2093,Shabana Azmi,Dina Pathak
Jeene Do,1990.0,125.0,39,4.6,47.0,2089,1708,Sanjay Dutt,Jackie Shroff
Jeene Ki Arzoo,1981.0,132.0,269,5.9,22.0,2047,1305,Rati Agnihotri,Chandrashekhar
Jeene Ki Raah,1969.0,152.0,327,6.9,82.0,1363,920,Tanuja,Anjali Kadam
Jeene Nahi Doonga,1984.0,133.0,1,5.9,55.0,2108,632,Shatrughan Sinha,Raj Babbar
Jeene Nahin Doonga,2005.0,0.0,1,7.3,37.0,1842,2367,Prakash Raj,Tottempudi Gopichand
Jeeo Aur Jeene Do,1982.0,0.0,39,4.8,16.0,2665,920,Reena Roy,Nutan
Jeeo Shaan Se,1997.0,0.0,180,5.5,13.0,2876,632,Reena Roy,Vikas Bhalla
Jeet,1996.0,180.0,77,5.7,2169.0,2010,2271,Karisma Kapoor,Salman Khan
Jeet,1949.0,0.0,327,7.0,30.0,1572,2281,Dev Anand,Kanhaiyalal Chaturvedi
Jeet,1972.0,0.0,415,4.7,13.0,93,1764,Babita Kapoor,Heena Kausar
Jeet Hamaari,1983.0,149.0,1,4.8,22.0,1958,1735,Rajinikanth,Ranjeeta Kaur
Jeete Hain Shaan Se,1988.0,0.0,39,4.7,131.0,1269,1305,Sanjay Dutt,Govinda
Jeetenge Hum,2001.0,0.0,1,5.6,9.0,2796,667,Priya Gill,Gulshan Grover
Jeeva,1986.0,123.0,47,4.1,55.0,2020,1970,Mandakini,Amjad Khan
Jeevan Daata,1991.0,120.0,1,3.8,9.0,2858,560,Aditya Pancholi,Kimi Katkar
Jeevan Dhaara,1982.0,137.0,342,6.6,70.0,2161,1819,Amol Palekar,Raj Babbar
Jeevan Ek Sanghursh,1990.0,159.0,282,4.9,168.0,2006,1736,Anil Kapoor,Madhuri Dixit
Jeevan Jyoti,1976.0,136.0,282,6.3,11.0,1618,2441,Bindiya Goswami,Rakesh Pandey
Jeevan Ki Shatranj,1993.0,0.0,19,4.6,11.0,2322,1305,Avtar Gill,Aruna Irani
Jeevan Mrityu,1970.0,140.0,331,7.1,216.0,2520,632,Rakhee Gulzar,Ajit
Jeevan Natak,1935.0,139.0,0,6.2,12.0,637,685,Rampiary,Alaknanda
Jeevan Naya,1936.0,140.0,269,7.3,6.0,788,627,Ashok Kumar,Kamta Prasad
Jeevan Sangram,1974.0,0.0,39,6.8,12.0,2055,2083,Radha Saluja,Jalal Agha
Jeevan Yudh,1997.0,136.0,43,5.1,32.0,1805,1305,Atul Agnihotri,Mamta Kulkarni
Jeewan Jyoti,1953.0,0.0,269,6.4,22.0,1426,2059,Shashikala,Leela Mishra
Jewel Thief,1967.0,186.0,223,8.0,1771.0,3003,377,Dev Anand,Vyjayanthimala
Jhakaas!,2018.0,56.0,172,6.1,11.0,270,1356,Sangeeth Shobhan,Saraswat Mandarapu
Jhalki,2019.0,104.0,269,7.2,672.0,545,2338,Boman Irani,Tannishtha Chatterjee
Jhanak Jhanak Payal Baaje,1955.0,143.0,320,6.5,105.0,2580,764,Sandhya,Keshavrao Date
Jhanjaar,1986.0,0.0,52,3.5,6.0,2580,1508,Siddharth,Ranjana
Jhankaar Beats,2003.0,143.0,198,7.2,1976.0,2766,1979,Rahul Bose,Juhi Chawla
Jhansi Ki Rani,1953.0,97.0,153,6.9,89.0,2692,1291,Sohrab Modi,Mubarak
Jhansi Ki Rani Laxmibai,2012.0,140.0,360,7.1,15.0,2080,2361,Sadashiv Amrapurkar,Arav Chowdharry
Jheel Ke Us Paar,1973.0,142.0,327,7.2,88.0,497,632,Mumtaz,Prem Chopra
Jhol,2019.0,112.0,172,8.2,42.0,2563,164,Chetan Hansraj,Manisha Kelkar
Jhoola,1941.0,177.0,269,6.3,13.0,884,1128,Ashok Kumar,Shah Nawaz
Jhoola,1962.0,147.0,282,5.9,11.0,1161,2263,Vyjayanthimala,Pran
Jhoom Barabar Jhoom,2007.0,138.0,178,3.7,3043.0,2539,46,Preity Zinta,Bobby Deol
Jhoota Kahin Ka,1979.0,0.0,180,6.8,73.0,2226,1836,Neetu Singh,Indrani Mukherjee
Jhooth Bole Kauwa Kaate,1998.0,148.0,208,5.7,771.0,963,251,Juhi Chawla,Amrish Puri
Jhootha Hi Sahi,2010.0,142.0,180,6.1,1870.0,40,938,Paakhi A. Tyrewala,Raghu Ram
Jhootha Kahin Ka,2019.0,133.0,162,4.7,330.0,2684,1836,Jimmy Sheirgill,Sunny Singh Nijjar
Jhoothi,1985.0,136.0,162,6.6,129.0,963,1819,Raj Babbar,Amol Palekar
Jhoothi Shaan,1991.0,139.0,39,4.6,20.0,2196,2031,Mithun Chakraborty,Poonam Dhillon
Jhumroo,1961.0,171.0,178,7.0,539.0,2573,1068,Madhubala,Chanchal
Jhutha Sach,1984.0,0.0,282,6.1,44.0,760,632,Rekha,Amrish Puri
Ji Chahta Hai,1964.0,99.0,282,5.9,15.0,518,946,Rajshree,Jeevan
Jia aur Jia,2017.0,93.0,269,4.4,167.0,960,1825,Kalki Koechlin,Arslan Goni
Jiban Maran,1938.0,144.0,327,5.2,6.0,1727,968,Leela Desai,Devbala
Jigar,1949.0,0.0,0,2.6,28.0,1516,1257,0,0
Jigariyaa,2014.0,142.0,269,4.9,301.0,2022,803,Cherry Mardia,Deepak Chaddha
Jigarwala,1991.0,132.0,39,2.5,34.0,2858,251,Tina Ambani,Urmila Bhatt
Jigri Dost,1969.0,154.0,269,6.4,32.0,2231,920,Mumtaz,K.N. Singh
Jigyaasa,2006.0,147.0,269,3.4,263.0,766,1409,Rakesh Bedi,Hrishitaa Bhatt
Jihad,2017.0,144.0,269,8.6,47.0,2134,702,Alfeeya Donna,Ahmer Haider
Jimmy,2008.0,0.0,29,1.6,249.0,2020,1300,Vikas Anand,Rahul Dev
Jis Desh Mein Ganga Rehta Hain,2000.0,141.0,165,4.9,1187.0,1429,768,Sonali Bendre,Rinke Khanna
Jis Desh Men Ganga Behti Hai,1960.0,167.0,320,7.4,435.0,1986,1671,Padmini,Pran
Jism,2003.0,136.0,331,5.2,2061.0,205,499,John Abraham,Gulshan Grover
Jism 2,2012.0,130.0,331,3.0,3290.0,1835,1762,Arunoday Singh,Arif Zakaria
Jism Ka Rishta,1989.0,0.0,269,2.9,11.0,1423,1053,Haidar Ali,Mohan Choti
Jiyaala,1998.0,0.0,1,3.2,6.0,2913,2163,Poonam Jhawer,Aparajita
Jiyo To Aise Jiyo,1981.0,0.0,282,4.3,7.0,1225,345,Debashree Roy,Jayshree Gadkar
Jo Bole So Nihaal,2005.0,125.0,26,3.6,646.0,2006,2271,Thomas Tevana,Gary Castro Churchwell
Jo Dooba So Paar: It's Love in Bihar!,2011.0,90.0,165,5.7,71.0,1900,235,Rajat Kapoor,Sita Spada
Jo Hum Chahein,2011.0,0.0,327,4.5,100.0,1818,2272,Simran Kaur Mundi,Alyy Khan
Jo Jeeta Wohi Sikandar,1992.0,174.0,180,8.2,22147.0,1502,19,Ayesha Jhulka,Deepak Tijori
Jodhaa Akbar,2008.0,213.0,45,7.6,30717.0,392,831,Aishwarya Rai Bachchan,Sonu Sood
Jodi,1999.0,161.0,409,6.1,188.0,1902,1190,Sakthi Chidambaram,Isha Koppikar
Jodi Breakers,2012.0,127.0,204,3.5,1116.0,396,499,Helen,Pradeep Kharab
Jodi Kya Banayi Wah Wah Ramji,2003.0,0.0,162,3.8,47.0,2163,1869,Rakesh Bedi,Avtar Gill
Jodi No. 1,2001.0,140.0,208,5.8,2299.0,630,1970,Govinda,Twinkle Khanna
Jogan,1950.0,116.0,320,7.4,80.0,1293,1401,Dilip Kumar,Pratima Devi
Joggers' Park,2003.0,133.0,208,6.2,353.0,236,2434,Perizaad Zorabian,Divya Dutta
Jogi the King,2005.0,172.0,39,7.3,266.0,1907,2110,Neenasam Ashwath,Yana Gupta
Johar in Bombay,1967.0,150.0,174,6.4,14.0,2582,837,Sonia Sahni,Rajendranath Malhotra
Johar in Kashmir,1966.0,122.0,52,6.8,12.0,969,1360,Rajan Haksar,I.S. Johar
Johar Mehmood in Hong Kong,1971.0,134.0,162,6.8,49.0,2321,837,Mehmood,Sonia Sahni
Johar-Mehmood in Goa,1965.0,145.0,4,6.8,44.0,969,1289,Simi Garewal,I.S. Johar
John Day,2013.0,138.0,29,5.6,831.0,103,1406,Randeep Hooda,Elena Kazan
John Jani Janardhan,1984.0,0.0,20,6.4,39.0,2161,1787,J.N. Anand,Bihari
Johnny,1980.0,140.0,29,7.5,423.0,1009,1712,K. Balaji,Unni Mary
Johnny Gaddaar,2007.0,135.0,224,7.8,11795.0,2720,632,Rimi Sen,Ashwini Kalsekar
Johnny-Walker,1957.0,151.0,208,6.0,9.0,1405,571,Shyama,Johnny Walker
Johny I Love You,1982.0,171.0,77,4.9,36.0,2131,1970,Rati Agnihotri,Suresh Oberoi
Johny Mera Naam,1970.0,159.0,48,7.3,760.0,3003,617,Hema Malini,Pran
Johny Ustad,1984.0,0.0,1,5.4,13.0,1009,2386,Rajinikanth,Sridevi
Joker,2012.0,104.0,188,2.4,5235.0,2622,146,Sonakshi Sinha,Shreyas Talpade
Jolly LLB,2013.0,135.0,172,7.5,18466.0,2732,342,Amrita Rao,Boman Irani
Jolly LLB 2,2017.0,137.0,172,7.2,23030.0,2732,146,Huma Qureshi,Saurabh Shukla
Joroo Ka Ghulam,1972.0,0.0,184,6.9,91.0,1,1391,Rajesh Khanna,Sharad Kumar
Joru Ka Ghulam,2000.0,169.0,180,5.1,1038.0,2559,768,Twinkle Khanna,Kader Khan
Josef - Born in Grace,2019.0,100.0,269,9.0,12.0,2840,2434,Subrat Dutta,Sudarshan Juyal
Josh,2000.0,162.0,48,6.2,9667.0,1502,659,Shah Rukh Khan,Aishwarya Rai Bachchan
Josh,1981.0,0.0,1,5.6,8.0,2020,249,Ashok Gaekwad,Helen
Josh-E-Jawaani,2001.0,0.0,409,4.2,9.0,553,1732,Kishore Anand Bhanushali,Ramesh Goyal
Joshila,1973.0,137.0,336,6.2,104.0,3106,617,Hema Malini,Pran
Joshilaay,1989.0,107.0,54,5.7,265.0,2670,2271,Anil Kapoor,Sridevi
Journey Bombay to Goa: Laughter Unlimited,2007.0,138.0,4,4.6,376.0,2021,2265,Vijay Raaz,Raju Srivastava
Journeyings and Conversations,2004.0,88.0,241,7.4,13.0,350,0,0,0
Joy: The Real Love Story,2007.0,127.0,331,2.1,1619.0,1882,824,Hansika Motwani,Mallika Sherawat
Juaari,1994.0,184.0,39,3.1,34.0,1030,632,Arman Kohli,Shilpa Shirodkar
Juari,1968.0,155.0,409,6.6,21.0,2820,2083,Nanda,Tanuja
Judaai,1997.0,167.0,180,6.1,2249.0,2010,251,Sridevi,Urmila Matondkar
Judaai,1980.0,149.0,342,5.9,70.0,2161,377,Jeetendra,Rekha
Judge Mujrim,1997.0,137.0,39,3.9,66.0,1030,920,Sunil Shetty,Sujata Mehta
Judgementall Hai Kya,2019.0,121.0,179,5.9,5419.0,1867,998,Rajkummar Rao,Amyra Dastur
Judwaa,1997.0,138.0,20,6.1,5679.0,630,1940,Karisma Kapoor,Rambha
Judwaa 2,2017.0,145.0,18,3.6,9622.0,630,2419,Jacqueline Fernandez,Taapsee Pannu
Jugaad,2009.0,0.0,172,5.3,73.0,1342,1225,Hrishitaa Bhatt,Vijay Raaz
Jugni,2016.0,115.0,269,6.2,137.0,2606,304,Sadhana Singh,Sugandha Garg
Jugnu,1973.0,149.0,52,6.5,182.0,1873,632,Hema Malini,Pran
Jugnu,1947.0,0.0,320,7.5,81.0,2602,658,Noor Jehan,Shashikala
Julie,1975.0,145.0,346,6.1,261.0,1188,1116,Vikram Makandar,Nadira
Julie,2004.0,144.0,327,4.0,404.0,656,1446,Priyanshu Chatterjee,Yash Tonk
Julie 2,2017.0,159.0,331,2.3,311.0,656,1472,Raai Laxmi,Rati Agnihotri
Jumbish: A Movement - The Movie,1986.0,0.0,409,3.9,11.0,2398,1508,Akbar Khan,Shafi Inamdar
Junction Varanasi,2019.0,149.0,269,3.7,22.0,698,621,Anjali Abrol,Dheeraj Pandit
June,2021.0,93.0,269,9.4,18.0,2764,2407,Nilesh Divekar,Jitendra Joshi
Jung,1996.0,146.0,29,4.0,233.0,2161,1305,Ajay Devgn,Rambha
Jung,2000.0,147.0,29,4.2,364.0,2451,1970,Jackie Shroff,Aditya Pancholi
Jung Aur Aman,1968.0,128.0,0,5.1,8.0,1659,1358,Dara Singh,Mohan Choti
Jung Baaz,1989.0,143.0,28,5.6,75.0,1536,768,Danny Denzongpa,Prem Chopra
Jungle,2000.0,146.0,13,6.1,1102.0,2147,2267,Fardeen Khan,Urmila Matondkar
Jungle Beauty,1991.0,0.0,2,3.7,11.0,716,945,Rajeev Kumar,Puneet Issar
Jungle Hero,2002.0,0.0,18,4.9,7.0,1175,203,Kirti Shetty,Sapna Sappu
Jungle Ki Beti,1988.0,0.0,90,3.3,11.0,1957,1939,Arjun,Brando Bakshi
Jungle Ki Rani,1936.0,0.0,90,2.8,15.0,1665,0,0,0
Jungle Ki Sherni,2001.0,0.0,6,5.5,12.0,1234,1986,Amit Pachori,Vinod Tripathi
Jungle Love Story,1998.0,133.0,409,6.2,6.0,716,1810,Amrit Pal,Raju Srivastava
Junglee,1961.0,139.0,178,7.3,467.0,2737,2059,Saira Banu,Shashikala
Junglee,2019.0,115.0,15,5.6,1658.0,605,2438,Lars Kjeldsen,Asha Bhat
Junko,2017.0,78.0,216,3.1,8.0,55,1438,Aayush Thakur,Aarav Mavi
Junoon,1979.0,141.0,269,7.6,503.0,2662,2083,Nafisa Ali,Shabana Azmi
Junoon,1992.0,123.0,310,5.6,531.0,1423,1660,Pooja Bhatt,Avinash Wadhawan
Junoon,2002.0,0.0,269,4.2,12.0,2457,533,Shilpa Shetty Kundra,Sonali Kulkarni
Junooniyat,2016.0,155.0,327,4.2,708.0,3087,1626,Yami Gautam,Gulshan Devaiah
Jurm,1990.0,103.0,36,5.6,129.0,1423,2487,Meenakshi Sheshadri,Sangeeta Bijlani
Jurm,2005.0,150.0,224,5.4,482.0,3035,982,Bobby Deol,Lara Dutta
Jurmana,1979.0,139.0,327,6.8,176.0,963,1736,Amitabh Bachchan,Shreeram Lagoo
Jurmana,1996.0,134.0,1,5.4,31.0,2865,1305,Rambha,Ashwini Bhave
Jurrat,1989.0,146.0,28,4.6,23.0,630,2085,Kumar Gaurav,Amala Akkineni
Just Like That,2019.0,109.0,269,7.9,30.0,1309,2365,Harish Khanna,Mohini Sharma
Just Married: Marriage Was Only the Beginning!,2007.0,135.0,180,5.3,495.0,1529,701,Esha Deol,Neelima Azim
Justice,1973.0,0.0,218,6.0,8.0,93,2511,Vijay Arora,Tanuja
Justice Chaudhury,1983.0,156.0,270,5.6,75.0,1157,920,Hema Malini,Sridevi
Justice Chowdhary,2000.0,0.0,1,4.3,21.0,1469,344,Mithun Chakraborty,Pinky Chinoy
Jwaala Daaku,1981.0,0.0,1,5.3,9.0,1969,1170,Asha Sachdev,Farida Jalal
Jwala,1971.0,0.0,28,5.2,33.0,1404,2263,Madhubala,Sohrab Modi
Jwalamukhi,1980.0,162.0,79,5.8,28.0,1868,2511,Shatrughan Sinha,Reena Roy
Jwalamukhi,2000.0,135.0,39,4.2,29.0,1030,2446,Abdul Rehman Sheikh,Arjun
Jwar Bhata,1944.0,120.0,327,7.6,34.0,212,1874,Aga Jaan,Vikram Kapoor
Jwar Bhata,1973.0,0.0,282,6.7,58.0,93,1927,Dharmendra,Sujit Kumar
Jwlwi - The Seed,2019.0,90.0,269,8.0,24.0,2112,1666,Mondeep Basumatary,Rajni Basumatary
Jyoti,1969.0,0.0,282,6.2,6.0,745,1981,Nivedita,Abhi Bhattacharya
Jyoti,1981.0,144.0,269,5.9,31.0,1873,119,Birbal,Vijayendra Ghatge
Jyoti Bane Jwala,1980.0,166.0,283,5.0,38.0,1669,920,Vinod Mehra,Ashok Kumar
Kaabil,2017.0,139.0,29,7.1,24942.0,2451,831,Yami Gautam,Ronit Roy
Kaaboo,2002.0,135.0,1,6.5,29.0,2996,1688,Sudesh Berry,Abhay Bhargava
Kaadan,2021.0,170.0,44,9.1,2219.0,1851,1644,Rana Daggubati,Abudhar Al Hassan
Kaadhal Parisu,1987.0,143.0,327,6.1,97.0,2,983,Radha,Ambika
Kaafila,1990.0,0.0,336,3.4,18.0,2747,676,Sadashiv Amrapurkar,Joy Augustine
Kaafila,2007.0,0.0,1,3.3,174.0,211,2271,Sudesh Berry,Sana
Kaafiron Ki Namaaz,2013.0,149.0,336,7.1,274.0,2160,170,Chandra Shekhar Dutta,Joydip Mukhopadhyay
Kaagaz,2021.0,109.0,148,7.6,6738.0,2509,1517,Monal Gajjar,Satish Kaushik
Kaagaz Ke Fools,2015.0,109.0,162,3.9,136.0,250,2476,Mugdha Godse,Raima Sen
Kaagaz Ke Phool,1959.0,148.0,409,8.0,2136.0,880,2511,Guru Dutt,Kumari Naaz
Kaagaz Ki Kashti,2017.0,127.0,241,8.9,203.0,545,751,Talat Aziz,Mahesh Bhatt
Kaagaz Ki Nao,1975.0,0.0,269,6.5,11.0,448,1994,Reena Ghosh,Master Mithu
Kaajal,1965.0,168.0,320,6.2,119.0,2155,1274,Dharmendra,Padmini
Kaal,2005.0,126.0,120,4.6,5039.0,2689,109,Vivek Oberoi,John Abraham
Kaal Chakra,1988.0,0.0,39,5.8,13.0,720,862,Sadashiv Amrapurkar,Madan Jain
Kaala,2018.0,162.0,39,6.7,8163.0,1772,1712,Nana Patekar,Samuthirakani
Kaala Aadmi,1978.0,0.0,84,6.3,11.0,2177,2263,Saira Banu,Pran
Kaala Mandir,2000.0,0.0,363,2.6,5.0,1694,1067,Birbal,Shakti Kapoor
Kaala Patthar,1979.0,176.0,45,7.7,2207.0,3106,207,Shashi Kapoor,Shatrughan Sinha
Kaala Samrajya,1999.0,119.0,36,4.2,36.0,647,2267,Monica Bedi,Amrish Puri
Kaala Sona,1975.0,137.0,84,6.4,61.0,2231,715,Parveen Babi,Prem Chopra
Kaalakaandi,2018.0,112.0,214,6.3,2612.0,160,1926,Asif Basra,Neil Bhoopalam
Kaali Khuhi,2020.0,90.0,311,3.4,1032.0,2903,2031,Sanjeeda Sheikh,Riva Arora
Kaali Ki Saugandh,2000.0,90.0,1,5.0,7.0,2353,277,Dharmendra,Johny Fever
Kaali Topi Lal Rumaal,2000.0,0.0,29,6.2,29.0,3020,1305,Zeenat Ibrahim,Kamal Sadanah
Kaalia,1981.0,157.0,39,6.8,1412.0,2911,207,Asha Parekh,Parveen Babi
Kaalia,1997.0,0.0,1,5.9,42.0,664,1305,Kiran Kumar,Johnny Lever
Kaalo,2010.0,79.0,46,3.3,260.0,3099,84,Swini Khara,Aditya Lakhia
Kaam Jwala: The Fire,2004.0,73.0,269,2.7,9.0,1234,203,Sapna Sappu,Junior Jagdeep
Kaam Shastra,1975.0,136.0,427,6.4,13.0,1910,165,Ramesh Aurora,Urmila Bhatt
Kaamaagni,1987.0,134.0,314,4.6,7.0,381,2300,Tina Ambani,Leena Das
Kaamannana Makkalu,2008.0,0.0,20,6.6,75.0,596,2231,Rockline Venkatesh,Deepu
Kaamchor,1982.0,135.0,282,6.6,131.0,1169,1735,Jaya Prada,Tanuja
Kaamyaab,1984.0,0.0,1,5.5,18.0,1157,920,Shabana Azmi,Radha
Kaanch Ki Deewar,1986.0,0.0,282,4.5,8.0,1400,1981,Smita Patil,Shakti Kapoor
Kaanchi,2014.0,151.0,320,4.2,590.0,2731,1302,Kartik Aaryan,Rishi Kapoor
Kaanchli Life in a Slough,2020.0,101.0,269,7.3,85.0,642,1975,Shikha Malhotra,Nareshpal Singh Chouhan
Kaanoon Ki Awaaz,1989.0,127.0,28,3.8,10.0,1755,1635,Balwant Dullat,Shatrughan Sinha
Kaante,2002.0,150.0,29,6.5,4738.0,2451,207,Sanjay Dutt,Sunil Shetty
Kaaranama,1990.0,138.0,269,4.8,17.0,2200,2487,Kimi Katkar,Farha Naaz
Kaash,1987.0,140.0,269,6.3,197.0,1423,871,Dimple Kapadia,Master Makrand
Kaash,2015.0,106.0,269,5.0,20.0,999,1452,Kavya Trehan,Varun Mitra
Kaash Mere Hote,2009.0,0.0,427,5.7,21.0,442,1703,Sneha Ullal,Kumar Saahil
Kaash... Hamara Dil Pagal Na Hota,2003.0,149.0,162,3.6,7.0,1452,2268,Chetan Aneja,Mithun Purandare
Kaashi in Search of Ganga,2018.0,125.0,427,5.4,259.0,700,1607,Aishwarya Devan,Kranti Prakash Jha
Kab Tak Chup Rahungi,1988.0,0.0,269,5.8,9.0,2863,173,Vikas Anand,Darshan
Kab? Kyoon? Aur Kahan?,1970.0,136.0,75,6.8,117.0,324,632,Babita Kapoor,Pran
Kabaad- The Coin,2021.0,132.0,269,6.6,76.0,2971,2505,Zoya Afroz,Abhishek Bajaj
Kabali,2016.0,153.0,29,6.2,11886.0,1772,1712,Winston Chao,Radhika Apte
Kabeela,1976.0,0.0,5,6.5,19.0,541,715,Rekha,Kamini Kaushal
Kabhi Ajnabi Thé,1985.0,0.0,421,5.0,14.0,3024,1556,Sandeep Patil,Debashree Roy
Kabhi Alvida Naa Kehna,2006.0,193.0,327,6.1,18783.0,1248,2039,Rani Mukerji,Amitabh Bachchan
Kabhi Haan Kabhi Naa,1994.0,158.0,177,7.8,17567.0,1358,2039,Suchitra Krishnamoorthi,Deepak Tijori
Kabhi Khushi Kabhie Gham...,2001.0,210.0,320,7.4,46172.0,1248,2039,Kajol,Amitabh Bachchan
Kabhi Na Kabhi,1998.0,157.0,50,4.3,158.0,1925,871,Anil Kapoor,Pooja Bhatt
Kabhi Paas Kabhi Fail,1999.0,95.0,184,6.2,20.0,3065,1930,Saurabh Shukla,Sona
Kabhie Kabhie,1976.0,177.0,327,7.4,1986.0,3106,207,Shashi Kapoor,Rakhee Gulzar
Kabhie Tum Kabhie Hum,2002.0,0.0,173,4.4,14.0,2290,1189,Charuhas Shidore,Anjan Srivastav
Kabir Singh,2019.0,173.0,50,7.1,27731.0,2438,2043,Kiara Advani,Nikita Dutta
Kabli Khan,1963.0,123.0,70,4.8,9.0,1143,119,Helen,Samson
Kabrastan,1988.0,135.0,363,3.7,27.0,1561,811,Kamna,Javed Khan
Kabrastan,2000.0,109.0,363,3.1,16.0,2184,200,Satnam Kaur,Shehzad Khan
Kabul Express,2006.0,105.0,94,6.8,3181.0,1193,938,Arshad Warsi,Salman Shahid
Kabuliwala,1961.0,95.0,269,7.8,317.0,942,443,Baby Sonu,Usha Kiran
Kabzaa,1988.0,143.0,29,5.9,185.0,1423,1668,Sanjay Dutt,Amrita Singh
Kaccha Limboo,2011.0,141.0,184,6.4,88.0,2379,1365,Karan Bhanushali,Bhairavi Goswami
Kacha Chor,1977.0,0.0,269,4.4,7.0,1050,1764,Rekha,Som Dutt
Kachche Dhaage,1999.0,144.0,52,6.0,1428.0,1542,109,Saif Ali Khan,Manisha Koirala
Kachche Heere,1982.0,0.0,1,5.3,27.0,1671,715,Reena Roy,Danny Denzongpa
Kachchi Sadak,2006.0,145.0,39,6.1,34.0,2446,1661,Parmita Katkar,Tinnu Anand
Kadakh,2019.0,108.0,183,7.0,1381.0,2049,1779,Mansi Multani,Palomi Ghosh
Kadal Meengal,1981.0,137.0,269,6.6,76.0,795,983,Sujatha,Ambika
Kadamban,2017.0,142.0,6,5.3,417.0,1629,358,Catherine Tresa,Deepraj Rana
Kadambari,1976.0,0.0,327,6.4,7.0,953,2031,Vijay Arora,Chand Usmani
Kadhal Desam,1996.0,158.0,180,6.8,458.0,1263,32,S.P. Balasubrahmanyam,Chaplin Balu
Kadhal Mannan,1998.0,135.0,327,7.1,789.0,2492,127,Maanu,M.S. Viswanathan
Kadke Kamal Ke,2019.0,136.0,162,6.8,5.0,1376,24,Neeta Dhungana,Rajpal Yadav
Kadvi Hawa,2017.0,95.0,269,8.1,985.0,1717,1458,Sanjay Mishra,Ranvir Shorey
Kafan,1990.0,147.0,363,5.8,48.0,701,899,Jamuna,Viju Khote
Kagaar: Life on the Edge,2003.0,150.0,218,5.7,50.0,1625,1495,Nandita Das,Amitabh Dayal
Kahaani,2012.0,122.0,408,8.1,59060.0,2766,2436,Parambrata Chattopadhyay,Indraneil Sengupta
